Coordinates,Y,X,Type
"40.753520378262, -74.001906530001",40.75352038,-74.00190653,A
"40.748350587029, -73.98892691826",40.74835059,-73.98892692,A
"40.720767043867, -73.992583674375",40.72076704,-73.99258367,A
"40.721384580583, -73.983174820423",40.72138458,-73.98317482,A
"40.710395360696, -73.987642626272",40.71039536,-73.98764263,A
"40.713383928274, -73.989828626621",40.71338393,-73.98982863,A
"40.71576568797, -73.986324739636",40.71576569,-73.98632474,A
"40.710998606268, -73.991109297607",40.71099861,-73.9911093,A
"40.717775710261, -73.98376549314",40.71777571,-73.98376549,A
"40.718665407374, -73.985313714475",40.71866541,-73.98531371,A
"40.719740596004, -73.987156894983",40.7197406,-73.98715689,A
"40.718665407374, -73.985313714475",40.71866541,-73.98531371,A
"40.720110321753, -73.983582348555",40.72011032,-73.98358235,A
"40.718737659379, -73.983261070206",40.71873766,-73.98326107,A
"40.720469067209, -73.988993202331",40.72046907,-73.9889932,A
"40.716573158613, -73.986382910044",40.71657316,-73.98638291,A
"40.721162124873, -73.99359092768",40.72116212,-73.99359093,A
"40.72146014344, -73.984155922189",40.72146014,-73.98415592,A
"40.721117491238, -73.988670331421",40.72111749,-73.98867033,A
"40.723314346151, -73.99125614855",40.72331435,-73.99125615,A
"40.719836694524, -73.983254448503",40.71983669,-73.98325445,A
"40.722048008219, -73.985384373919",40.72204801,-73.98538437,A
"40.710395360696, -73.987642626272",40.71039536,-73.98764263,A
"40.716573158613, -73.986382910044",40.71657316,-73.98638291,A
"40.721162124873, -73.99359092768",40.72116212,-73.99359093,A
"40.718516293316, -73.982397063627",40.71851629,-73.98239706,A
"40.719901402816, -73.987877151923",40.7199014,-73.98787715,A
"40.719288769513, -73.991040482182",40.71928877,-73.99104048,A
"40.721323937514, -73.993526722301",40.72132394,-73.99352672,A
"40.717775710261, -73.98376549314",40.71777571,-73.98376549,A
"40.718281097113, -73.985517227084",40.7182811,-73.98551723,A
"40.722084595227, -73.988174877124",40.7220846,-73.98817488,A
"40.717775710261, -73.98376549314",40.71777571,-73.98376549,A
"40.718269110992, -73.987755949603",40.71826911,-73.98775595,A
"40.720829614774, -73.989711615252",40.72082961,-73.98971162,A
"40.716573158613, -73.986382910044",40.71657316,-73.98638291,A
"40.719722071998, -73.98728530574",40.71972207,-73.98728531,A
"40.713575203304, -73.981031483962",40.7135752,-73.98103148,A
"40.713575203304, -73.981031483962",40.7135752,-73.98103148,A
"40.719620441422, -73.984753384248",40.71962044,-73.98475338,A
"40.719650155268, -73.989412381309",40.71965016,-73.98941238,A
"40.716397264375, -73.991664431054",40.71639726,-73.99166443,A
"40.720677022226, -73.984274609938",40.72067702,-73.98427461,A
"40.714886510146, -73.990140265781",40.71488651,-73.99014027,A
"40.719037228599, -73.99154448602",40.71903723,-73.99154449,A
"40.716573158613, -73.986382910044",40.71657316,-73.98638291,A
"40.722581600175, -73.992378401566",40.7225816,-73.9923784,A
"40.709938044059, -73.991367041129",40.70993804,-73.99136704,A
"40.717298193237, -73.983415129587",40.71729819,-73.98341513,A
"40.719278753139, -73.989603991615",40.71927875,-73.98960399,A
"40.720878481269, -73.987905818032",40.72087848,-73.98790582,A
"40.715448726302, -73.990704619321",40.71544873,-73.99070462,A
"40.716573158613, -73.986382910044",40.71657316,-73.98638291,A
"40.722451722586, -73.989800798702",40.72245172,-73.9898008,A
"40.720777353607, -73.983252269208",40.72077735,-73.98325227,A
"40.720677022226, -73.984274609938",40.72067702,-73.98427461,A
"40.720878481269, -73.987905818032",40.72087848,-73.98790582,A
"40.718417554497, -73.983001231208",40.71841755,-73.98300123,A
"40.723314346151, -73.99125614855",40.72331435,-73.99125615,A
"40.716573158613, -73.986382910044",40.71657316,-73.98638291,A
"40.720774629489, -73.989378602239",40.72077463,-73.9893786,A
"40.717140152453, -73.990433464754",40.71714015,-73.99043346,A
"40.719133033752, -73.983060407444",40.71913303,-73.98306041,A
"40.723314346151, -73.99125614855",40.72331435,-73.99125615,A
"40.718551692277, -73.984441708678",40.71855169,-73.98444171,A
"40.721324105152, -73.989464768204",40.72132411,-73.98946477,A
"40.720767043867, -73.992583674375",40.72076704,-73.99258367,A
"40.736657958821, -73.987354288803",40.73665796,-73.98735429,A
"40.735069442396, -73.981702462445",40.73506944,-73.98170246,A
"40.727273747664, -73.991608356122",40.72727375,-73.99160836,A
"40.725674564357, -73.990169267166",40.72567456,-73.99016927,A
"40.733240698806, -73.987206096755",40.7332407,-73.9872061,A
"40.732954792088, -73.990427429783",40.73295479,-73.99042743,A
"40.724153123202, -73.990443439218",40.72415312,-73.99044344,A
"40.73179201257, -73.993329412301",40.73179201,-73.99332941,A
"40.728490674276, -73.989244910883",40.72849067,-73.98924491,A
"40.72421992697, -73.988725149067",40.72421993,-73.98872515,A
"40.727451108735, -73.986789180891",40.72745111,-73.98678918,A
"40.723680300044, -73.989335183981",40.7236803,-73.98933518,A
"40.725798155519, -73.988453910681",40.72579816,-73.98845391,A
"40.728310756724, -73.98896042909",40.72831076,-73.98896043,A
"40.732968580319, -73.987397790881",40.73296858,-73.98739779,A
"40.736611187801, -73.989067801269",40.73661119,-73.9890678,A
"40.7367437476, -73.984070845872",40.73674375,-73.98407085,A
"40.73070819058, -73.992756676857",40.73070819,-73.99275668,A
"40.732648265889, -73.984780625433",40.73264827,-73.98478063,A
"40.734768426388, -73.986502016888",40.73476843,-73.98650202,A
"40.729940659706, -73.991846066896",40.72994066,-73.99184607,A
"40.732200169345, -73.992483845908",40.73220017,-73.99248385,A
"40.736241881147, -73.982716162681",40.73624188,-73.98271616,A
"40.728965006177, -73.988461454394",40.72896501,-73.98846145,A
"40.732126618145, -73.985164600418",40.73212662,-73.9851646,A
"40.734268236316, -73.992433805946",40.73426824,-73.99243381,A
"40.730022047986, -73.99233657587",40.73002205,-73.99233658,A
"40.734188901602, -73.994889787396",40.7341889,-73.99488979,A
"40.731373587964, -73.992459789846",40.73137359,-73.99245979,A
"40.730339051564, -73.993705256839",40.73033905,-73.99370526,A
"40.729466495444, -73.987045331852",40.7294665,-73.98704533,A
"40.73070819058, -73.992756676857",40.73070819,-73.99275668,A
"40.732867452657, -73.986251481802",40.73286745,-73.98625148,A
"40.728490674276, -73.989244910883",40.72849067,-73.98924491,A
"40.728965006177, -73.988461454394",40.72896501,-73.98846145,A
"40.725473314862, -73.989689654666",40.72547331,-73.98968965,A
"40.731748007579, -73.987573643209",40.73174801,-73.98757364,A
"40.73535256122, -73.986073114903",40.73535256,-73.98607311,A
"40.730289975521, -73.994626092722",40.73028998,-73.99462609,A
"40.733048711313, -73.990777709517",40.73304871,-73.99077771,A
"40.723680300044, -73.989335183981",40.7236803,-73.98933518,A
"40.728627425026, -73.985837583424",40.72862743,-73.98583758,A
"40.730068148454, -73.986542501481",40.73006815,-73.9865425,A
"40.72648630977, -73.989171485412",40.72648631,-73.98917149,A
"40.7299983272, -73.985422176302",40.72999833,-73.98542218,A
"40.730339051564, -73.993705256839",40.73033905,-73.99370526,A
"40.733348867266, -73.985289239318",40.73334887,-73.98528924,A
"40.734768426388, -73.986502016888",40.73476843,-73.98650202,A
"40.730266045188, -73.984053243876",40.73026605,-73.98405324,A
"40.731748007579, -73.987573643209",40.73174801,-73.98757364,A
"40.73070819058, -73.992756676857",40.73070819,-73.99275668,A
"40.734030483632, -73.9812809294",40.73403048,-73.98128093,A
"40.731132692067, -73.993757476096",40.73113269,-73.99375748,A
"40.730339051564, -73.993705256839",40.73033905,-73.99370526,A
"40.735862977214, -73.983796003267",40.73586298,-73.983796,A
"40.735531179577, -73.986488186748",40.73553118,-73.98648819,A
"40.734768426388, -73.986502016888",40.73476843,-73.98650202,A
"40.732008559039, -73.985253280953",40.73200856,-73.98525328,A
"40.734540983445, -73.983388307497",40.73454098,-73.98338831,A
"40.724851503374, -73.988208572375",40.7248515,-73.98820857,A
"40.724432198668, -73.989236361342",40.7244322,-73.98923636,A
"40.734398533001, -73.989896268579",40.73439853,-73.98989627,A
"40.725340545515, -73.989373237821",40.72534055,-73.98937324,A
"40.736847850837, -73.988697991701",40.73684785,-73.98869799,A
"40.730783795347, -73.990424579936",40.7307838,-73.99042458,A
"40.730495164511, -73.986592541443",40.73049516,-73.98659254,A
"40.730495164511, -73.986592541443",40.73049516,-73.98659254,A
"40.729449857366, -73.986099769355",40.72944986,-73.98609977,A
"40.731605808591, -73.992878298272",40.73160581,-73.9928783,A
"40.726273032243, -73.989714800375",40.72627303,-73.9897148,A
"40.735097709454, -73.982908778816",40.73509771,-73.98290878,A
"40.730665987698, -73.985133168281",40.73066599,-73.98513317,A
"40.725646652619, -73.988233131351",40.72564665,-73.98823313,A
"40.734902327291, -73.98514532204",40.73490233,-73.98514532,A
"40.732755051336, -73.985845043317",40.73275505,-73.98584504,A
"40.732393833218, -73.989102418529",40.73239383,-73.98910242,A
"40.736328466207, -73.987097383471",40.73632847,-73.98709738,A
"40.733147156766, -73.989057742985",40.73314716,-73.98905774,A
"40.735385795466, -73.991627131585",40.7353858,-73.99162713,A
"40.731098410083, -73.988144115539",40.73109841,-73.98814412,A
"40.733600701547, -73.987983602094",40.7336007,-73.9879836,A
"40.733536035164, -73.991017180491",40.73353604,-73.99101718,A
"40.730022047986, -73.99233657587",40.73002205,-73.99233658,A
"40.734049301005, -73.989047600883",40.7340493,-73.9890476,A
"40.733634690164, -73.985953169868",40.73363469,-73.98595317,A
"40.732084834358, -73.9885024419",40.73208483,-73.98850244,A
"40.728414524686, -73.99275030661",40.72841452,-73.99275031,A
"40.730072423224, -73.994197274556",40.73007242,-73.99419727,A
"40.729217385281, -73.993543905203",40.72921739,-73.99354391,A
"40.735621955588, -73.99264385644",40.73562196,-73.99264386,A
"40.730562975063, -73.983261425562",40.73056298,-73.98326143,A
"40.735621955588, -73.99264385644",40.73562196,-73.99264386,A
"40.737230023712, -73.986375533969",40.73723002,-73.98637553,A
"40.73092465323, -73.98594093229",40.73092465,-73.98594093,A
"40.730339051564, -73.993705256839",40.73033905,-73.99370526,A
"40.732861585325, -73.992208165113",40.73286159,-73.99220817,A
"40.73227510356, -73.988816930907",40.7322751,-73.98881693,A
"40.727060134861, -73.988744175988",40.72706013,-73.98874418,A
"40.732621527618, -73.993485734795",40.73262153,-73.99348573,A
"40.730339051564, -73.993705256839",40.73033905,-73.99370526,A
"40.730950846677, -73.987801044242",40.73095085,-73.98780104,A
"40.732648265889, -73.984780625433",40.73264827,-73.98478063,A
"40.725652939047, -73.989847904998",40.72565294,-73.9898479,A
"40.730339051564, -73.993705256839",40.73033905,-73.99370526,A
"40.734498068101, -73.988428429695",40.73449807,-73.98842843,A
"40.726636220108, -73.988717772993",40.72663622,-73.98871777,A
"40.728860483844, -73.988215780811",40.72886048,-73.98821578,A
"40.730022047986, -73.99233657587",40.73002205,-73.99233658,A
"40.736241881147, -73.982716162681",40.73624188,-73.98271616,A
"40.730783795347, -73.990424579936",40.7307838,-73.99042458,A
"40.734498068101, -73.988428429695",40.73449807,-73.98842843,A
"40.734757027, -73.984654058695",40.73475703,-73.98465406,A
"40.732028130783, -73.984113928855",40.73202813,-73.98411393,A
"40.730319228363, -73.989835248324",40.73031923,-73.98983525,A
"40.734498068101, -73.988428429695",40.73449807,-73.98842843,A
"40.728664263491, -73.989654953587",40.72866426,-73.98965495,A
"40.734268236316, -73.992433805946",40.73426824,-73.99243381,A
"40.738064525993, -73.990843758914",40.73806453,-73.99084376,A
"40.730495164511, -73.986592541443",40.73049516,-73.98659254,A
"40.728100203317, -73.986568988295",40.7281002,-73.98656899,A
"40.738035692246, -73.992092746306",40.73803569,-73.99209275,A
"40.73487818741, -73.981471030964",40.73487819,-73.98147103,A
"40.73070819058, -73.992756676857",40.73070819,-73.99275668,A
"40.730022047986, -73.99233657587",40.73002205,-73.99233658,A
"40.732621527618, -73.993485734795",40.73262153,-73.99348573,A
"40.730946781454, -73.989653947758",40.73094678,-73.98965395,A
"40.702816999439, -74.009827836617",40.702817,-74.00982784,A
"40.706129726351, -74.011267523286",40.70612973,-74.01126752,A
"40.705142170519, -74.011493583215",40.70514217,-74.01149358,A
"40.706004752175, -74.016502943829",40.70600475,-74.01650294,A
"40.705640474663, -74.016245619401",40.70564047,-74.01624562,A
"40.704040369347, -74.011552340356",40.70404037,-74.01155234,A
"40.702565070569, -74.012638132094",40.70256507,-74.01263813,A
"40.706004752175, -74.016502943829",40.70600475,-74.01650294,A
"40.70632028892, -74.015988127336",40.70632029,-74.01598813,A
"40.705646551543, -74.008215504702",40.70564655,-74.0082155,A
"40.707530049005, -74.009898087946",40.70753005,-74.00989809,A
"40.706503140138, -74.011115559382",40.70650314,-74.01111556,A
"40.706503140138, -74.011115559382",40.70650314,-74.01111556,A
"40.707530049005, -74.009898087946",40.70753005,-74.00989809,A
"40.707530049005, -74.009898087946",40.70753005,-74.00989809,A
"40.706646261134, -74.009987103757",40.70664626,-74.0099871,A
"40.706292922006, -74.007832619365",40.70629292,-74.00783262,A
"40.7050918791, -74.007360299121",40.70509188,-74.0073603,A
"40.707530049005, -74.009898087946",40.70753005,-74.00989809,A
"40.704315044314, -74.009155116048",40.70431504,-74.00915512,A
"40.7050918791, -74.007360299121",40.70509188,-74.0073603,A
"40.706503140138, -74.011115559382",40.70650314,-74.01111556,A
"40.706963767627, -74.012300425215",40.70696377,-74.01230043,A
"40.704315044314, -74.009155116048",40.70431504,-74.00915512,A
"40.706463032731, -74.009682253939",40.70646303,-74.00968225,A
"40.706292922006, -74.007832619365",40.70629292,-74.00783262,A
"40.705960789093, -74.008767620664",40.70596079,-74.00876762,A
"40.707753091449, -74.013722666546",40.70775309,-74.01372267,A
"40.709428885351, -74.011064094496",40.70942889,-74.01106409,A
"40.707294014612, -74.012103031395",40.70729401,-74.01210303,A
"40.708648572075, -74.013351515873",40.70864857,-74.01335152,A
"40.710064485068, -74.014656159102",40.71006449,-74.01465616,A
"40.707923788907, -74.015386893421",40.70792379,-74.01538689,A
"40.714588575398, -74.008956800219",40.71458858,-74.0089568,A
"40.71403692044, -74.009426857349",40.71403692,-74.00942686,A
"40.715184319166, -74.012861258356",40.71518432,-74.01286126,A
"40.715313358565, -74.007342361849",40.71531336,-74.00734236,A
"40.714119775553, -74.012854133739",40.71411978,-74.01285413,A
"40.71376253884, -74.010294049052",40.71376254,-74.01029405,A
"40.712440922257, -74.009112619799",40.71244092,-74.00911262,A
"40.71683832012, -74.012203698052",40.71683832,-74.0122037,A
"40.712440922257, -74.009112619799",40.71244092,-74.00911262,A
"40.715936133971, -74.01192256902",40.71593613,-74.01192257,A
"40.715246261431, -74.008553043943",40.71524626,-74.00855304,A
"40.715011651961, -74.01177194622",40.71501165,-74.01177195,A
"40.71403692044, -74.009426857349",40.71403692,-74.00942686,A
"40.715892422346, -74.006923937242",40.71589242,-74.00692394,A
"40.710645476687, -74.010032198397",40.71064548,-74.0100322,A
"40.715360381042, -74.009375141007",40.71536038,-74.00937514,A
"40.715513350775, -74.005960940386",40.71551335,-74.00596094,A
"40.71376253884, -74.010294049052",40.71376254,-74.01029405,A
"40.714724823234, -74.007571103986",40.71472482,-74.0075711,A
"40.713706128632, -74.005250322635",40.71370613,-74.00525032,A
"40.715513350775, -74.005960940386",40.71551335,-74.00596094,A
"40.71376253884, -74.010294049052",40.71376254,-74.01029405,A
"40.71403692044, -74.009426857349",40.71403692,-74.00942686,A
"40.71403692044, -74.009426857349",40.71403692,-74.00942686,A
"40.715513350775, -74.005960940386",40.71551335,-74.00596094,A
"40.71403692044, -74.009426857349",40.71403692,-74.00942686,A
"40.714600016696, -74.010534944949",40.71460002,-74.01053494,A
"40.715011651961, -74.01177194622",40.71501165,-74.01177195,A
"40.715313358565, -74.007342361849",40.71531336,-74.00734236,A
"40.71403692044, -74.009426857349",40.71403692,-74.00942686,A
"40.710645476687, -74.010032198397",40.71064548,-74.0100322,A
"40.716211730948, -74.012553893967",40.71621173,-74.01255389,A
"40.715513350775, -74.005960940386",40.71551335,-74.00596094,A
"40.72902703226, -73.983236678868",40.72902703,-73.98323668,A
"40.726937256161, -73.978288673786",40.72693726,-73.97828867,A
"40.722623383963, -73.986216948361",40.72262338,-73.98621695,A
"40.722623383963, -73.986216948361",40.72262338,-73.98621695,A
"40.729237837125, -73.978318848637",40.72923784,-73.97831885,A
"40.728577385064, -73.978804831383",40.72857739,-73.97880483,A
"40.722151776181, -73.980468136249",40.72215178,-73.98046814,A
"40.729666194287, -73.982614574014",40.72966619,-73.98261457,A
"40.728496793065, -73.983850737095",40.72849679,-73.98385074,A
"40.729021625933, -73.984239489764",40.72902163,-73.98423949,A
"40.732097155756, -73.978521690694",40.73209716,-73.97852169,A
"40.729264743034, -73.981801277949",40.72926474,-73.98180128,A
"40.729505890389, -73.980405020518",40.72950589,-73.98040502,A
"40.726971286688, -73.980084245084",40.72697129,-73.98008425,A
"40.73366972652, -73.977170024988",40.73366973,-73.97717002,A
"40.724813281896, -73.980665027155",40.72481328,-73.98066503,A
"40.723474440502, -73.983047080218",40.72347444,-73.98304708,A
"40.722600585186, -73.984762185246",40.72260059,-73.98476219,A
"40.722559178585, -73.984662692055",40.72255918,-73.98466269,A
"40.723763616161, -73.982317267909",40.72376362,-73.98231727,A
"40.726888347756, -73.983116147101",40.72688835,-73.98311615,A
"40.723931379953, -73.98489604424",40.72393138,-73.98489604,A
"40.723931379953, -73.98489604424",40.72393138,-73.98489604,A
"40.729169356976, -73.98413337487",40.72916936,-73.98413337,A
"40.730572697115, -73.982784726649",40.7305727,-73.98278473,A
"40.724621042947, -73.981894065618",40.72462104,-73.98189407,A
"40.722491368988, -73.984499999315",40.72249137,-73.9845,A
"40.726733785461, -73.985090336755",40.72673379,-73.98509034,A
"40.723931379953, -73.98489604424",40.72393138,-73.98489604,A
"40.723763616161, -73.982317267909",40.72376362,-73.98231727,A
"40.730219567535, -73.982092297628",40.73021957,-73.9820923,A
"40.723711522633, -73.978952520517",40.72371152,-73.97895252,A
"40.729264743034, -73.981801277949",40.72926474,-73.98180128,A
"40.721155796536, -73.97942668478",40.7211558,-73.97942668,A
"40.730093000797, -73.981793734237",40.730093,-73.98179373,A
"40.722022317686, -73.981480167239",40.72202232,-73.98148017,A
"40.725048771466, -73.982897966161",40.72504877,-73.98289797,A
"40.722385715098, -73.982348532408",40.72238572,-73.98234853,A
"40.721251895056, -73.98155367653",40.7212519,-73.98155368,A
"40.723945461551, -73.984013597473",40.72394546,-73.9840136,A
"40.723436638118, -73.98470728378",40.72343664,-73.98470728,A
"40.726501983929, -73.984680964604",40.72650198,-73.98468096,A
"40.724601848388, -73.983739676878",40.72460185,-73.98373968,A
"40.724848988804, -73.981238600789",40.72484899,-73.9812386,A
"40.734327119186, -73.980127579523",40.73432712,-73.98012758,A
"40.722588389517, -73.978959645135",40.72258839,-73.97895965,A
"40.722880205476, -73.983532476231",40.72288021,-73.98353248,A
"40.725352070632, -73.976354549628",40.72535207,-73.97635455,A
"40.724813281896, -73.980665027155",40.72481328,-73.98066503,A
"40.728422277946, -73.983531973317",40.72842228,-73.98353197,A
"40.725708804431, -73.978905581859",40.7257088,-73.97890558,A
"40.722385715098, -73.982348532408",40.72238572,-73.98234853,A
"40.731383310971, -73.977194583964",40.73138331,-73.97719458,A
"40.723764077166, -73.979843265368",40.72376408,-73.97984327,A
"40.722434996941, -73.984279092224",40.722435,-73.98427909,A
"40.730688618836, -73.980556481509",40.73068862,-73.98055648,A
"40.728850216013, -73.978321530846",40.72885022,-73.97832153,A
"40.72863840532, -73.980190024702",40.72863841,-73.98019002,A
"40.727292648855, -73.984511901617",40.72729265,-73.9845119,A
"40.724815042096, -73.978788570491",40.72481504,-73.97878857,A
"40.729603288104, -73.978516996828",40.72960329,-73.978517,A
"40.728881187145, -73.978777925474",40.72888119,-73.97877793,A
"40.730270948601, -73.982213499948",40.73027095,-73.9822135,A
"40.72478696272, -73.976731483814",40.72478696,-73.97673148,A
"40.728947823275, -73.981052606358",40.72894782,-73.98105261,A
"40.72863840532, -73.980190024702",40.72863841,-73.98019002,A
"40.731386202728, -73.977191147384",40.7313862,-73.97719115,A
"40.726085990074, -73.97994259092",40.72608599,-73.97994259,A
"40.724656833673, -73.98211803007",40.72465683,-73.98211803,A
"40.731517211875, -73.97432520705",40.73151721,-73.97432521,A
"40.730041368273, -73.981671861364",40.73004137,-73.98167186,A
"40.728676333431, -73.980418012468",40.72867633,-73.98041801,A
"40.724155218678, -73.979134491635",40.72415522,-73.97913449,A
"40.738520878711, -73.987694342615",40.73852088,-73.98769434,A
"40.739070019098, -73.981732713981",40.73907002,-73.98173271,A
"40.739070019098, -73.981732713981",40.73907002,-73.98173271,A
"40.738741280855, -73.987532488065",40.73874128,-73.98753249,A
"40.741107240664, -73.992449647743",40.74110724,-73.99244965,A
"40.739053213382, -73.985656031401",40.73905321,-73.98565603,A
"40.739053213382, -73.985656031401",40.73905321,-73.98565603,A
"40.73920224362, -73.982040078371",40.73920224,-73.98204008,A
"40.743152466949, -73.991272325623",40.74315247,-73.99127233,A
"40.737894540996, -73.9830417158",40.73789454,-73.98304172,A
"40.736477244988, -73.981478909953",40.73647724,-73.98147891,A
"40.744445970641, -73.991585813563",40.74444597,-73.99158581,A
"40.739242853941, -73.98626120481",40.73924285,-73.9862612,A
"40.736477244988, -73.981478909953",40.73647724,-73.98147891,A
"40.737782349222, -73.98264089319",40.73778235,-73.98264089,A
"40.739776906902, -73.989300147625",40.73977691,-73.98930015,A
"40.743451156068, -73.991981099356",40.74345116,-73.9919811,A
"40.736353067093, -73.981185375704",40.73635307,-73.98118538,A
"40.738099646167, -73.98076066467",40.73809965,-73.98076066,A
"40.738387229265, -73.984202274114",40.73838723,-73.98420227,A
"40.740502905445, -73.989094120445",40.74050291,-73.98909412,A
"40.743998661984, -73.991373159919",40.74399866,-73.99137316,A
"40.744445970641, -73.991585813563",40.74444597,-73.99158581,A
"40.738520878711, -73.987694342615",40.73852088,-73.98769434,A
"40.739242853941, -73.98626120481",40.73924285,-73.9862612,A
"40.743088722575, -73.987283210264",40.74308872,-73.98728321,A
"40.737677533523, -73.982535867944",40.73767753,-73.98253587,A
"40.74063496233, -73.99132714327",40.74063496,-73.99132714,A
"40.74058215634, -73.991343152705",40.74058216,-73.99134315,A
"40.740290801386, -73.984608544961",40.7402908,-73.98460854,A
"40.739053213382, -73.985656031401",40.73905321,-73.98565603,A
"40.738407471561, -73.982062709509",40.73840747,-73.98206271,A
"40.744278952826, -73.990230538878",40.74427895,-73.99023054,A
"40.744445970641, -73.991585813563",40.74444597,-73.99158581,A
"40.740502905445, -73.989094120445",40.74050291,-73.98909412,A
"40.738553149038, -73.986428842873",40.73855315,-73.98642884,A
"40.739943329589, -73.986446528689",40.73994333,-73.98644653,A
"40.743774110798, -73.987927443342",40.74377411,-73.98792744,A
"40.738520878711, -73.987694342615",40.73852088,-73.98769434,A
"40.739114065999, -73.983738754868",40.73911407,-73.98373875,A
"40.738099646167, -73.98076066467",40.73809965,-73.98076066,A
"40.74063496233, -73.99132714327",40.74063496,-73.99132714,A
"40.739590661013, -73.981046403749",40.73959066,-73.9810464,A
"40.736695928842, -73.972897601301",40.73669593,-73.9728976,A
"40.742984074514, -73.991013995368",40.74298407,-73.991014,A
"40.736052282497, -73.980474255039",40.73605228,-73.98047426,A
"40.740260542715, -73.9807044221",40.74026054,-73.98070442,A
"40.737840687268, -73.983909578055",40.73784069,-73.98390958,A
"40.739794844175, -73.985362413332",40.73979484,-73.98536241,A
"40.738306930632, -73.983548318028",40.73830693,-73.98354832,A
"40.743451156068, -73.991981099356",40.74345116,-73.9919811,A
"40.738278683619, -73.98394377622",40.73827868,-73.98394378,A
"40.74063496233, -73.99132714327",40.74063496,-73.99132714,A
"40.739943329589, -73.986446528689",40.73994333,-73.98644653,A
"40.74063496233, -73.99132714327",40.74063496,-73.99132714,A
"40.740699167708, -73.99025199655",40.74069917,-73.990252,A
"40.742591927174, -73.992138930593",40.74259193,-73.99213893,A
"40.737782349222, -73.98264089319",40.73778235,-73.98264089,A
"40.743451156068, -73.991981099356",40.74345116,-73.9919811,A
"40.738520878711, -73.987694342615",40.73852088,-73.98769434,A
"40.742591927174, -73.992138930593",40.74259193,-73.99213893,A
"40.743301581006, -73.98833798896",40.74330158,-73.98833799,A
"40.737409480259, -73.97983178216",40.73740948,-73.97983178,A
"40.740440460267, -73.990379150021",40.74044046,-73.99037915,A
"40.743998661984, -73.991373159919",40.74399866,-73.99137316,A
"40.736695635476, -73.980207459061",40.73669564,-73.98020746,A
"40.73710387607, -73.974047766055",40.73710388,-73.97404777,A
"40.742552867505, -73.991904069666",40.74255287,-73.99190407,A
"40.743088722575, -73.987283210264",40.74308872,-73.98728321,A
"40.738492966973, -73.997450626454",40.73849297,-73.99745063,A
"40.739799831407, -74.000596606173",40.73979983,-74.00059661,A
"40.740367956804, -73.997959659434",40.74036796,-73.99795966,A
"40.747890421538, -74.002665427515",40.74789042,-74.00266543,A
"40.74373840389, -74.006112233738",40.7437384,-74.00611223,A
"40.740063861357, -73.997387259266",40.74006386,-73.99738726,A
"40.742020993839, -73.994796748271",40.74202099,-73.99479675,A
"40.737110078678, -74.000302233733",40.73711008,-74.00030223,A
"40.742798121992, -73.994584434663",40.74279812,-73.99458443,A
"40.739294276917, -73.997384744695",40.73929428,-73.99738474,A
"40.743870921779, -73.999019634909",40.74387092,-73.99901963,A
"40.740159247415, -74.002252115869",40.74015925,-74.00225212,A
"40.740367956804, -73.997959659434",40.74036796,-73.99795966,A
"40.742322616625, -73.998979988507",40.74232262,-73.99897999,A
"40.735008232638, -73.997310061938",40.73500823,-73.99731006,A
"40.73526777827, -73.998058901168",40.73526778,-73.9980589,A
"40.738398125739, -74.00155172404",40.73839813,-74.00155172,A
"40.741506470713, -74.002514720896",40.74150647,-74.00251472,A
